   ID      X        Y         U       e(U)     B      e(B)     V      e(V)     I      e(I)
 1374   1325.10  1837.14    19.100   0.042  18.681   0.023  17.910   0.037  16.939   0.032
 1375   1284.38  1968.14    19.093   0.041  18.681   0.032  17.896   0.038  16.855   0.039
 1376   1036.82  1139.36    19.115   0.036  18.682   0.039  17.904   0.053  16.748   0.075
 1377   1760.65   720.04    19.219   0.040  18.685   0.026  17.845   0.025  16.698   0.032
 1378   1383.97  1708.58    19.120   0.050  18.686   0.034  17.782   0.036  16.709   0.049
 1379   2003.07   838.52    19.366   0.050  18.687   0.025  17.808   0.032  16.643   0.041
 1380    352.25  1297.65    19.205   0.051  18.688   0.028  17.736   0.022  16.594   0.036
 1381   1730.93   881.38    19.091   0.037  18.689   0.029  17.885   0.022  16.797   0.035
 1382   1457.08   466.40    19.376   0.045  18.692   0.050  17.705   0.050  16.539   0.058
 1383   1510.90   117.71    19.244   0.044  18.693   0.026  17.735   0.040  16.494   0.031
 1384   1345.85   909.49    18.943   0.038  18.694   0.051  17.780   0.020  16.655   0.037
 1385   1955.49  1561.58    19.028   0.035  18.697   0.023  17.887   0.037  16.838   0.041
 1386   1767.19  1642.10    19.398   0.051  18.701   0.028  17.683   0.027  16.500   0.030
 1387   1085.82   982.73    18.980   0.043  18.698   0.028  17.921   0.032  16.882   0.037
 1388   2025.61  1908.35    19.077   0.038  18.699   0.028  17.944   0.043  16.905   0.032
 1389    719.57   957.64    19.012   0.039  18.701   0.045  17.957   0.058  17.034   0.069
 1390    971.49  1826.61    19.031   0.029  18.702   0.029  17.874   0.022  16.853   0.034
 1391   1782.42   409.15    19.011   0.037  18.703   0.024  17.873   0.024  16.762   0.032
 1392   1824.15  1697.06    19.163   0.042  18.703   0.036  17.904   0.030  16.855   0.037
 1393    325.45  1010.68    19.343   0.051  18.707   0.031  17.794   0.021  16.650   0.029
 1394   1855.76  1704.20    19.618   0.057  18.711   0.023  17.658   0.025  16.442   0.033
 1395   1162.48   836.25    19.457   0.048  18.715   0.025  17.484   0.019  16.021   0.030
 1396   1551.72   608.54    18.939   0.031  18.708   0.034  17.863   0.030  16.843   0.028
 1397   1085.89   524.52    19.083   0.027  18.710   0.028  17.810   0.026  16.709   0.027
 1398    332.93    85.45    20.015   0.078  18.718   0.026  17.464   0.033  15.899   0.032
 1399    687.85  1966.85    18.954   0.039  18.711   0.038  17.960   0.034  16.998   0.060
 1400   1977.78  1129.16    19.047   0.034  18.713   0.026  17.829   0.027  16.751   0.054
 1401    559.84  1764.10    18.977   0.037  18.710   0.031  18.026   0.034  17.127   0.049
 1402   1652.09   159.31    19.105   0.038  18.715   0.031  17.696   0.024  16.460   0.033
 1403    197.25   340.78    19.239   0.030  18.717   0.025  17.630   0.027  16.243   0.021
 1404    669.23  1896.43    19.206   0.048  18.718   0.029  17.770   0.037  16.715   0.040
 1405   1466.30   344.82    19.349   0.049  18.719   0.023  17.692   0.021  16.474   0.025
 1406    731.35   434.75    19.059   0.039  18.717   0.030  17.986   0.024  17.025   0.040
 1407    813.14   357.57    19.030   0.028  18.720   0.027  17.861   0.032  16.778   0.038
 1408    395.08    58.86    19.265   0.040  18.726   0.029  17.532   0.033  16.057   0.025
 1409   1637.27  1432.12    18.922   0.031  18.718   0.034  17.998   0.032  17.090   0.038
 1410   1607.05   846.30    19.583   0.071  18.727   0.028  17.597   0.041  16.272   0.038
 1411   1910.68  1490.22    18.988   0.038  18.722   0.041  17.882   0.025  16.800   0.036
 1412   1834.32  1754.44    18.893   0.025  18.721   0.026  18.023   0.032  17.048   0.027
 1413   1646.36    13.47    19.163   0.032  18.725   0.029  17.851   0.030  16.594   0.036
 1414    630.65  1713.39    19.208   0.059  18.726   0.028  17.817   0.030  16.784   0.050
 1415   1175.67    88.08    19.169   0.041  18.724   0.035  17.953   0.044  16.788   0.027
 1416   2014.23   191.83    19.106   0.055  18.729   0.043  17.744   0.058  16.623   0.056
 1417   1194.99   566.27    19.002   0.037  18.729   0.026  17.838   0.030  16.696   0.034
 1418   1213.74   924.12    19.028   0.036  18.733   0.024  17.961   0.025  16.890   0.031
 1419    208.25  1032.79    19.202   0.044  18.737   0.029  17.741   0.025  16.578   0.025
 1420   1674.30  1688.19    19.229   0.044  18.738   0.031  17.788   0.024  16.604   0.029
 1421    851.29   133.87    19.079   0.037  18.738   0.032  17.823   0.034  16.577   0.029
 1422    169.09   242.16    20.343   0.086  18.746   0.022  17.378   0.032  15.774   0.021
 1423    998.95  1285.01    19.216   0.046  18.741   0.028  17.761   0.023  16.554   0.025
 1424   1407.44  1354.84    19.190   0.050  18.738   0.026  17.952   0.030  16.818   0.037
 1425   1088.61  1699.40    18.973   0.057  18.740   0.030  18.027   0.034  17.115   0.044
 1426   1175.28  1795.08    18.985   0.029  18.740   0.034  18.020   0.043  16.961   0.043
 1427    439.08   689.93    19.151   0.040  18.745   0.030  17.821   0.035  16.688   0.039
 1428   1547.52  1048.82    19.276   0.038  18.746   0.027  17.815   0.032  16.694   0.032
 1429   1989.06  1763.83    19.533   0.049  18.746   0.043  17.798   0.040  16.672   0.038
 1430   1736.10  2042.33    19.096   0.040  18.747   0.030  17.998   0.035  16.966   0.041
 1431    704.29  1872.88    19.098   0.032  18.747   0.036  17.982   0.036  16.990   0.044
 1432    805.27   252.73    19.856   0.086  18.759   0.029  17.529   0.025  16.065   0.026
 1433     30.31  1757.19    19.224   0.050  18.756   0.040  17.693   0.072  16.541   0.094
 1434    228.21  1717.91    19.081   0.044  18.753   0.034  17.929   0.030  16.888   0.037
 1435   1046.66  1526.38    19.620   0.066  18.759   0.025  17.584   0.025  16.258   0.039
 1436     59.79   797.80    19.378   0.043  18.761   0.028  17.789   0.022  16.642   0.044
 1437   1977.03   615.27    19.160   0.058  18.756   0.054  18.096   0.062  17.077   0.063
 1438    366.23  2001.98    19.126   0.038  18.761   0.029  17.861   0.024  16.778   0.051
 1439   1140.20  1239.99    20.546   0.116  18.771   0.077  17.280   0.120  15.311   0.205
 1440   1960.88   455.36    19.226   0.046  18.761   0.022  17.937   0.032  16.854   0.029
 1441   1875.43   503.38    18.918   0.035  18.761   0.029  17.950   0.029  17.009   0.045
 1442   1120.15   274.53    19.345   0.049  18.768   0.030  17.599   0.024  16.267   0.024
 1443    494.50  1391.41    18.959   0.038  18.760   0.029  18.047   0.029  17.129   0.038
 1444   1988.10  1468.74    19.091   0.045  18.764   0.033  17.959   0.041  16.924   0.035
 1445     36.52    84.07    19.149   0.072  18.768   0.035  17.842   0.039  16.497   0.029
 1446     87.57   876.18    19.571   0.072  18.772   0.032  17.635   0.033  16.269   0.031
 1447    714.80  1070.67    19.043   0.040  18.765   0.030  18.048   0.049  17.078   0.064
 1448   1724.29   933.93    19.020   0.037  18.771   0.027  17.972   0.024  16.911   0.029
 1449    260.40   668.74    19.118   0.041  18.772   0.030  17.935   0.032  16.859   0.043
 1450    703.63  1528.48    19.048   0.047  18.773   0.029  18.013   0.034  17.068   0.050
 1451   1907.43  1138.81    19.094   0.043  18.772   0.031  18.148   0.034  17.218   0.041
 1452    488.12   770.96    19.161   0.041  18.773   0.034  18.099   0.030  17.195   0.043
 1453   1641.99   839.88    19.021   0.037  18.775   0.031  18.027   0.027  16.993   0.043
 1454    409.73  1471.71    19.224   0.051  18.778   0.034  17.850   0.023  16.768   0.040
 1455   1751.10   857.36    19.060   0.039  18.777   0.033  17.934   0.034  16.883   0.030
 1456   1935.81    21.68    19.335   0.044  18.781   0.032  17.743   0.048  16.452   0.044
 1457   1460.67  1182.88    20.101   0.079  18.788   0.035  17.383   0.025  15.486   0.022
 1458    801.76  1072.43    19.216   0.052  18.781   0.026  18.009   0.026  17.017   0.040
 1459   1755.39    90.96    19.691   0.071  18.790   0.025  17.535   0.030  15.991   0.031
 1460    976.73  1303.90    19.175   0.051  18.785   0.029  17.901   0.027  16.841   0.032
 1461   1607.92   553.19    19.156   0.034  18.790   0.037  17.829   0.025  16.645   0.032
 1462    832.83   224.77    19.581   0.050  18.792   0.029  17.711   0.023  16.377   0.025
 1463   1425.85  1966.05    19.322   0.056  18.791   0.027  17.805   0.031  16.626   0.039
 1464    165.94  1031.86    19.238   0.051  18.790   0.034  17.897   0.030  16.747   0.038
 1465    221.38   277.48    19.781   0.065  18.798   0.028  17.449   0.027  15.810   0.018
 1466    942.87  1030.04    19.076   0.039  18.790   0.030  18.099   0.028  17.103   0.039
 1467    159.06   670.12    19.192   0.033  18.790   0.036  18.095   0.043  17.081   0.038
 1468    712.32  1483.90    19.453   0.041  18.795   0.031  17.864   0.036  16.772   0.047
 1469    923.26  1678.40    19.074   0.035  18.793   0.030  17.966   0.031  16.979   0.046
 1470    306.75   940.57    19.243   0.043  18.797   0.029  17.793   0.024  16.607   0.024
 1471   1861.01   579.79    19.355   0.046  18.797   0.028  17.795   0.027  16.572   0.029
 1472   1040.76  1745.81    19.380   0.049  18.796   0.034  17.887   0.031  16.763   0.036
 1473    778.87   943.49    19.127   0.036  18.795   0.029  18.024   0.031  17.021   0.034
 1474    187.80  1634.87    19.440   0.064  18.801   0.032  17.655   0.031  16.347   0.026
 1475    669.79   381.03    19.480   0.059  18.802   0.024  17.600   0.027  16.176   0.026
 1476      6.14   245.82    19.256   0.031  18.799   0.031  17.865   0.032  16.677   0.036
 1477    330.77  1772.41    19.102   0.051  18.798   0.034  18.034   0.033  17.053   0.049
 1478   1019.14  1885.88    19.036   0.041  18.804   0.026  17.882   0.036  16.785   0.036
 1479   1067.18   681.46    19.279   0.050  18.806   0.034  17.806   0.032  16.645   0.041
 1480    119.99  1238.33    19.812   0.085  18.811   0.033  17.540   0.032  16.107   0.034
 1481    567.24   686.53    19.393   0.057  18.807   0.033  17.890   0.026  16.761   0.040
 1482    774.83  1568.91    19.370   0.053  18.814   0.033  17.710   0.041  16.412   0.056
 1483    800.64    98.89    19.200   0.044  18.810   0.033  17.904   0.030  16.698   0.026
 1484   2000.34  1976.83    19.141   0.039  18.812   0.039  17.954   0.031  16.903   0.045
 1485   1658.26  1422.59    19.139   0.032  18.811   0.028  18.042   0.031  17.024   0.028
 1486   1803.33   255.00    19.351   0.054  18.819   0.054  17.571   0.090  16.599   0.101
 1487    812.51  1900.31    19.258   0.046  18.814   0.029  17.976   0.032  16.880   0.046
 1488    554.67   649.08    19.958   0.070  18.825   0.033  17.365   0.020  15.118   0.021
 1489    960.35   138.61    19.206   0.034  18.818   0.027  17.865   0.022  16.666   0.032
 1490   1575.24   400.95    19.365   0.046  18.818   0.027  17.872   0.029  16.721   0.030
 1491   1535.29   534.65    19.472   0.051  18.821   0.031  17.777   0.026  16.610   0.032
 1492    263.29  1570.81    19.353   0.050  18.818   0.030  17.958   0.035  16.921   0.035
 1493    966.67   123.37    19.211   0.038  18.819   0.025  17.888   0.030  16.699   0.039
 1494   1836.07  1075.77    19.529   0.063  18.816   0.050  18.051   0.037  16.883   0.029
 1495    696.21  1982.43    19.086   0.048  18.815   0.032  18.124   0.024  17.149   0.045
 1496    568.76    70.98    19.466   0.055  18.822   0.031  17.768   0.028  16.428   0.021
 1497   1910.41  1474.51    20.166   0.095  18.830   0.028  17.428   0.025  15.878   0.026
 1498   1122.68  1106.89    19.897   0.078  18.830   0.025  17.580   0.025  16.182   0.024
 1499   1839.69   891.49    19.168   0.051  18.825   0.026  17.904   0.029  16.839   0.034
 1500    112.15   801.55    19.206   0.042  18.827   0.032  17.902   0.030  16.699   0.044
 1501   1285.16  1181.73    19.183   0.037  18.826   0.027  18.028   0.036  16.827   0.042
 1502    309.77   143.41    20.117   0.093  18.837   0.021  17.411   0.024  15.741   0.017
 1503    673.03  1058.97    19.186   0.033  18.827   0.027  18.102   0.027  17.190   0.049
 1504    158.49   676.95    19.909   0.072  18.837   0.031  17.649   0.036  16.228   0.028
 1505    960.46   451.69    19.242   0.033  18.830   0.030  18.047   0.028  17.046   0.051
 1506     68.14  1394.09    19.870   0.088  18.837   0.033  17.657   0.033  16.287   0.038
 1507    670.42  1009.83    19.260   0.047  18.832   0.032  18.078   0.030  17.079   0.046
 1508   1264.95   423.46    19.679   0.050  18.839   0.032  17.666   0.024  16.258   0.025
 1509    111.12   681.36    19.380   0.036  18.836   0.034  17.952   0.041  16.720   0.037
 1510   1651.85   140.25    20.033   0.068  18.844   0.029  17.551   0.024  16.059   0.028
 1511     55.30   375.09    19.238   0.038  18.835   0.022  18.104   0.039  17.013   0.036
 1512    526.99  1629.88    19.213   0.035  18.837   0.031  18.080   0.030  17.025   0.045
 1513    951.61  1566.51    19.043   0.040  18.840   0.031  17.973   0.032  16.827   0.033
 1514    905.16   883.83    19.226   0.047  18.844   0.032  17.864   0.027  16.619   0.036
 1515    340.70  1110.83    19.604   0.069  18.846   0.031  17.782   0.031  16.560   0.030
 1516    993.16   702.28    19.683   0.059  18.848   0.051  17.660   0.021  16.320   0.028
 1517   2029.75  1382.15    19.012   0.041  18.843   0.034  18.091   0.025  17.010   0.042
 1518   1747.29   315.13    19.225   0.043  18.850   0.028  17.807   0.032  16.625   0.030
 1519   1683.00  1588.42    19.482   0.043  18.850   0.042  17.834   0.031  16.669   0.033
 1520   1222.61   866.24    20.102   0.063  18.858   0.032  17.365   0.019  14.962   0.015
 1521    473.12   887.36    19.608   0.058  18.852   0.042  17.765   0.029  16.503   0.030
 1522    692.12   495.61    19.024   0.037  18.848   0.029  18.080   0.032  17.160   0.047
 1523    617.17   844.52    19.306   0.049  18.848   0.039  18.065   0.023  17.079   0.040
 1524    990.39   386.07    19.347   0.052  18.851   0.037  17.930   0.026  16.870   0.045
 1525   1345.25   882.82    19.430   0.055  18.853   0.041  17.823   0.037  16.541   0.028
 1526    406.72   139.29    19.230   0.039  18.851   0.028  18.114   0.037  17.120   0.036
 1527   1423.20   507.19    19.096   0.044  18.851   0.027  18.064   0.036  16.997   0.038
 1528    981.98  2001.40    19.252   0.032  18.857   0.028  17.937   0.030  16.792   0.042
 1529   1793.43  1002.51    19.259   0.036  18.855   0.028  18.010   0.030  16.974   0.040
 1530    650.80  1238.05    19.262   0.047  18.855   0.034  18.046   0.031  16.916   0.029
 1531    370.76   787.65    19.262   0.040  18.857   0.035  17.984   0.030  16.864   0.038
 1532    323.31   528.47    19.201   0.050  18.857   0.032  18.229   0.033  17.292   0.038
 1533   1234.66  1384.11    19.487   0.056  18.865   0.035  17.831   0.028  16.584   0.032
 1534    680.86  1274.46    19.255   0.047  18.863   0.031  18.027   0.033  17.137   0.049
 1535    293.20   620.89    20.401   0.090  18.873   0.036  17.450   0.029  15.734   0.023
 1536   1209.36   830.04    19.900   0.061  18.869   0.029  17.678   0.028  16.393   0.030
 1537    908.36  1012.55    19.369   0.041  18.868   0.039  18.016   0.046  16.797   0.050
 1538   1283.43  1483.57    19.407   0.054  18.868   0.027  18.238   0.034  17.289   0.055
 1539    416.14   617.35    19.436   0.057  18.876   0.040  17.717   0.055  16.349   0.057
 1540      8.56  1154.41    19.342   0.048  18.875   0.031  17.894   0.036  16.681   0.037
 1541   1946.12  1348.29    19.543   0.055  18.875   0.029  17.946   0.033  16.704   0.036
 1542    427.83  1800.56    19.290   0.052  18.874   0.034  17.980   0.035  16.915   0.031
 1543   1465.83  1648.78    19.100   0.046  18.876   0.027  18.055   0.036  17.018   0.038
 1544   1962.53  1565.88    19.663   0.055  18.880   0.040  17.823   0.031  16.628   0.041
 1545   1082.58   127.09    19.439   0.046  18.880   0.029  17.968   0.028  16.759   0.035
 1546    243.09   756.52    19.601   0.053  18.884   0.034  17.749   0.025  16.394   0.027
 1547   1585.56  2003.47    19.444   0.039  18.884   0.022  17.962   0.037  16.894   0.036
 1548    248.61   916.39    19.113   0.037  18.884   0.034  18.121   0.030  17.087   0.039
 1549    834.64  1054.69    19.303   0.038  18.884   0.038  18.174   0.040  17.127   0.053
 1550   1292.61  1802.95    19.329   0.045  18.888   0.035  18.063   0.027  16.927   0.046
 1551   1425.60   225.95    19.712   0.054  18.892   0.036  17.820   0.028  16.517   0.036
 1552    792.74  1198.38    19.219   0.035  18.888   0.033  18.193   0.025  17.232   0.046
 1553   1401.87   604.89    19.794   0.071  18.896   0.031  17.853   0.044  16.633   0.046
 1554    912.10  1862.12    19.743   0.060  18.897   0.028  17.809   0.049  16.426   0.045
 1555   1200.42  1243.74    19.111   0.049  18.892   0.028  18.190   0.029  17.243   0.042
 1556    979.90   197.40    19.223   0.039  18.895   0.036  18.034   0.039  16.906   0.040
 1557   1617.89  1153.00    19.256   0.049  18.896   0.034  18.110   0.030  17.051   0.041
 1558   1423.64  1122.18    19.321   0.046  18.898   0.028  17.988   0.031  16.832   0.026
 1559   1431.25   975.59    19.359   0.054  18.902   0.026  17.840   0.025  16.505   0.033
 1560    965.00  1056.58    19.265   0.034  18.898   0.034  18.149   0.029  17.207   0.039
 1561   1753.19   570.89    19.541   0.052  18.903   0.035  17.873   0.025  16.542   0.029
 1562    276.81   801.17    19.318   0.050  18.902   0.024  18.119   0.036  17.101   0.047
 1563   1449.29   577.31    19.209   0.037  18.904   0.037  18.164   0.028  17.226   0.040
 1564    655.13   342.00    19.433   0.053  18.909   0.033  17.877   0.027  16.524   0.030
 1565   1754.83  1955.21    19.409   0.061  18.910   0.031  17.962   0.034  16.894   0.033
 1566   1097.27   503.61    19.538   0.057  18.913   0.026  17.839   0.072  16.417   0.034
 1567    171.63   672.92    19.310   0.040  18.909   0.029  18.103   0.032  17.071   0.043
 1568   1618.91  1364.85    19.346   0.045  18.910   0.040  18.079   0.025  17.074   0.036
 1569    288.83   836.51    19.664   0.062  18.917   0.035  17.722   0.029  16.309   0.044
 1570   1970.09  1049.45    19.966   0.068  18.916   0.034  17.756   0.024  16.416   0.024
 1571   1450.70   645.54    19.161   0.037  18.911   0.033  18.160   0.026  17.047   0.031
 1572   1035.75   115.83    19.189   0.050  18.913   0.026  18.093   0.040  16.938   0.029
 1573    474.83   940.15    19.340   0.054  18.914   0.033  18.107   0.035  17.034   0.038
 1574    467.68  1086.86    19.239   0.043  18.915   0.031  18.164   0.030  17.292   0.052
 1575   1393.20   917.93    19.494   0.052  18.920   0.034  17.910   0.029  16.779   0.028
 1576   1026.85  1292.50    20.087   0.083  18.923   0.031  17.700   0.020  16.303   0.026
 1577   1296.30  2000.74    19.772   0.056  18.924   0.029  17.921   0.028  16.790   0.041
 1578    440.51  1375.90    20.136   0.092  18.929   0.033  17.596   0.021  16.103   0.026
 1579   1301.53   714.92    19.299   0.041  18.921   0.025  18.089   0.029  17.015   0.030
 1580    486.99  1549.80    19.146   0.040  18.922   0.032  18.160   0.032  17.172   0.041
 1581    542.34   583.21    19.339   0.048  18.923   0.035  18.085   0.035  16.882   0.036
 1582    629.17  1792.80    19.209   0.044  18.923   0.028  18.133   0.035  17.134   0.045
 1583   1346.41  1617.34    19.018   0.042  18.926   0.047  18.050   0.028  17.032   0.042
 1584   1708.92    36.27    19.277   0.044  18.930   0.026  17.868   0.038  16.637   0.040
 1585   1854.75   696.47    19.438   0.058  18.929   0.032  17.913   0.028  16.756   0.031
 1586   1991.84   939.89    19.281   0.033  18.929   0.038  18.053   0.040  17.037   0.038
 1587    345.75   928.15    19.878   0.068  18.934   0.055  17.826   0.033  16.408   0.033
 1588    859.34  1615.46    19.468   0.058  18.932   0.038  17.956   0.027  16.895   0.041
 1589    540.93    79.26    19.706   0.046  18.938   0.027  17.676   0.032  16.164   0.023
 1590   1779.14  1991.03    19.552   0.053  18.935   0.035  17.896   0.030  16.671   0.027
 1591   1010.00     4.53    19.524   0.050  18.937   0.028  17.892   0.039  16.535   0.034
 1592    201.52   925.00    19.232   0.045  18.933   0.037  18.122   0.041  17.067   0.039
 1593   1438.61  1068.23    19.316   0.047  18.936   0.038  17.985   0.030  16.867   0.027
 1594    865.36  1733.93    19.339   0.040  18.933   0.026  18.153   0.033  17.178   0.057
 1595   1964.44   827.54    19.364   0.044  18.933   0.032  18.216   0.029  17.092   0.040
 1596    365.47  1322.70    19.734   0.073  18.940   0.046  17.784   0.026  16.499   0.027
 1597   1218.10  1255.02    20.052   0.079  18.943   0.034  17.659   0.024  16.279   0.017
 1598   1993.90  1034.28    19.404   0.039  18.934   0.033  18.267   0.040  17.231   0.049
 1599   1592.16  1659.15    19.758   0.062  18.943   0.027  17.812   0.028  16.552   0.030
 1600   1396.73  1829.88    19.549   0.056  18.941   0.038  18.018   0.037  16.843   0.028
 1601    481.20  1182.83    19.780   0.061  18.945   0.033  17.814   0.026  16.473   0.027
 1602    480.56   471.81    19.361   0.040  18.942   0.038  17.986   0.026  16.724   0.026
 1603   1949.48   611.54    19.360   0.037  18.942   0.030  18.084   0.030  17.007   0.044
 1604     46.36  1515.78    19.444   0.051  18.941   0.041  18.157   0.031  17.154   0.040
 1605   1722.29  1548.94    19.420   0.059  18.944   0.037  18.061   0.032  16.907   0.040
 1606   1882.49  1685.13    19.251   0.034  18.942   0.040  18.188   0.030  17.057   0.035
 1607    554.14   204.79    19.675   0.067  18.949   0.033  17.782   0.027  16.406   0.029
 1608   1642.48  1472.16    19.325   0.053  18.942   0.035  18.221   0.022  17.265   0.046
 1609    640.97   332.22    19.246   0.041  18.946   0.030  18.085   0.026  17.071   0.042
 1610   2026.86  1770.25    19.795   0.060  18.950   0.038  17.945   0.046  16.710   0.029
 1611   1753.23  1828.91    19.508   0.056  18.948   0.037  18.047   0.028  16.918   0.039
 1612   1044.31  1014.59    19.544   0.045  18.948   0.037  18.267   0.027  17.290   0.045
 1613   1542.36   265.86    19.426   0.042  18.952   0.036  18.017   0.040  16.822   0.035
 1614    820.48   750.16    19.472   0.050  18.952   0.039  18.018   0.025  16.842   0.036
 1615   1805.78   588.13    19.360   0.057  18.952   0.039  18.116   0.032  16.996   0.035
 1616   1568.97   145.31    19.260   0.045  18.953   0.032  18.149   0.035  17.072   0.032
 1617   1155.81   560.96    19.210   0.037  18.952   0.025  18.216   0.036  17.184   0.051
 1618   2000.40  1555.65    19.402   0.054  18.955   0.035  18.126   0.040  16.922   0.034
 1619   1473.49   793.51    19.291   0.045  18.954   0.035  18.169   0.036  17.160   0.048
 1620    586.27   521.05    19.354   0.046  18.957   0.028  18.090   0.027  16.944   0.035
 1621    521.12   920.43    19.647   0.056  18.961   0.033  17.920   0.022  16.810   0.029
 1622    208.10   485.59    19.408   0.048  18.959   0.030  18.011   0.031  16.842   0.038
 1623   1381.78  1081.18    19.239   0.046  18.957   0.036  18.184   0.035  17.318   0.051
 1624     72.61  1112.50    19.199   0.038  18.959   0.030  18.072   0.040  16.956   0.046
 1625    127.86  1521.21    19.360   0.053  18.961   0.043  18.021   0.039  16.986   0.040
 1626    712.31  1535.26    19.215   0.037  18.957   0.033  18.301   0.034  17.417   0.054
 1627   1104.41  1826.14    19.234   0.052  18.960   0.037  18.135   0.033  17.173   0.053
 1628    564.01  1427.80    19.337   0.047  18.960   0.022  18.112   0.044  17.070   0.045
 1629     40.23   957.97    19.501   0.054  18.961   0.033  18.044   0.047  16.926   0.043
 1630   1150.97  1631.90    19.657   0.072  18.966   0.029  17.855   0.033  16.664   0.032
 1631   1669.27   912.54    19.715   0.064  18.967   0.021  17.857   0.067  16.653   0.062
 1632   1898.49  1303.96    19.281   0.049  18.965   0.038  18.023   0.028  16.917   0.049
 1633   1220.21   924.96    19.165   0.050  18.963   0.027  18.219   0.038  17.240   0.039
 1634    124.06  1178.98    19.938   0.084  18.971   0.031  17.760   0.036  16.363   0.029
 1635   1399.73  1730.04    19.737   0.054  18.969   0.027  17.872   0.029  16.585   0.030
 1636   1719.44  1348.45    19.472   0.055  18.963   0.034  18.244   0.036  17.161   0.045
 1637   1047.37  1915.99    19.374   0.056  18.964   0.035  18.253   0.032  17.306   0.061
 1638    328.09  1779.12    20.253   0.115  18.974   0.032  17.674   0.021  16.317   0.033
 1639    545.57   175.84    20.093   0.080  18.973   0.033  17.751   0.030  16.252   0.027
 1640   1212.71   387.51    19.336   0.047  18.970   0.028  18.095   0.032  16.935   0.037
 1641   1745.94  1171.95    19.650   0.079  18.974   0.039  17.874   0.048  16.550   0.053
 1642    819.04  1139.94    19.361   0.046  18.970   0.032  18.135   0.036  17.157   0.046
 1643   1660.70  1469.59    19.429   0.053  18.972   0.047  18.006   0.061  17.083   0.071
 1644    759.61  1171.79    19.342   0.051  18.967   0.039  18.328   0.034  17.441   0.052
 1645   1457.64  1627.20    19.855   0.059  18.975   0.034  17.847   0.027  16.421   0.038
 1646    812.40   896.73    19.440   0.042  18.971   0.033  18.254   0.038  17.262   0.057
 1647    644.61   460.49    19.422   0.041  18.973   0.028  18.132   0.035  16.999   0.041
 1648    370.15  1210.35    19.818   0.071  18.980   0.033  17.996   0.031  16.694   0.041
 1649   1835.67   435.78    19.497   0.044  18.979   0.031  18.118   0.029  16.954   0.045
 1650   1181.76  1016.70    19.289   0.047  18.979   0.038  18.239   0.035  17.183   0.045
 1651     45.77  1794.21    19.281   0.045  18.980   0.030  18.289   0.039  17.245   0.050
 1652   1047.03  1491.95    19.508   0.037  18.985   0.039  17.978   0.031  16.854   0.039
 1653     35.21  1577.13    19.366   0.057  18.983   0.026  18.146   0.034  17.071   0.044
 1654   1117.16  1332.82    19.461   0.055  18.984   0.036  18.107   0.043  16.904   0.043
 1655    318.32   769.46    20.227   0.110  18.992   0.033  17.638   0.030  16.072   0.020
 1656    883.78  1790.36    19.516   0.055  18.987   0.039  18.040   0.028  16.851   0.044
 1657   1438.46  1739.98    19.500   0.052  18.989   0.026  18.019   0.031  16.830   0.039
 1658    992.52  1305.10    19.593   0.062  18.995   0.041  17.804   0.024  16.502   0.030
 1659   1346.68   448.60    19.294   0.043  18.989   0.029  18.242   0.035  17.188   0.039
 1660   1661.23   474.14    20.220   0.107  19.005   0.033  17.490   0.033  15.562   0.022
 1661    705.71   930.82    19.268   0.043  18.996   0.033  18.225   0.037  17.234   0.042
 1662    251.77  1740.29    19.889   0.089  19.003   0.036  17.940   0.037  16.684   0.041
 1663    906.23  1105.66    19.424   0.047  19.001   0.038  18.027   0.032  16.863   0.041
 1664    310.45  1863.97    19.283   0.047  19.002   0.032  18.171   0.037  17.057   0.054
 1665    676.28  1032.08    19.705   0.054  19.008   0.035  17.957   0.030  16.704   0.034
 1666   1367.98  1339.06    19.584   0.071  19.008   0.033  17.961   0.029  16.754   0.032
 1667    344.38  1390.81    19.404   0.042  19.005   0.041  18.196   0.033  17.107   0.041
 1668   1056.91   794.26    19.476   0.052  19.009   0.033  18.005   0.030  16.758   0.034
 1669   2003.54  1653.29    19.680   0.060  19.009   0.032  18.073   0.026  16.848   0.036
 1670   1802.72  1694.60    19.298   0.049  19.008   0.032  18.257   0.044  17.315   0.049
 1671    303.23   427.68    19.510   0.065  19.010   0.020  18.190   0.038  17.088   0.042
 1672   1718.03   631.10    19.861   0.063  19.016   0.025  17.892   0.032  16.647   0.024
 1673   1625.95   216.96    19.898   0.075  19.017   0.034  17.818   0.030  16.333   0.025
 1674    732.06  1385.26    19.366   0.050  19.014   0.029  18.075   0.031  16.984   0.040
 1675    696.98  1106.22    19.321   0.035  19.011   0.032  18.230   0.030  17.121   0.032
 1676    410.11  1277.68    19.533   0.059  19.015   0.027  18.089   0.037  16.971   0.044
 1677   1927.40   509.94    19.272   0.040  19.014   0.033  18.257   0.035  17.310   0.050
 1678   1236.50   548.62    19.847   0.060  19.022   0.034  17.811   0.023  16.354   0.029
 1679   1227.10  1947.62    19.362   0.058  19.021   0.038  18.160   0.034  17.134   0.043
 1680    448.89  1327.83    19.417   0.063  19.021   0.034  18.174   0.032  17.166   0.050
 1681   1499.31   957.94    19.865   0.058  19.024   0.035  18.060   0.040  16.938   0.037
 1682   1613.71   101.20    19.458   0.042  19.023   0.035  18.134   0.033  16.986   0.040
 1683    351.94   685.59    19.321   0.047  19.024   0.039  18.125   0.036  17.174   0.042
