
			NGC 7790 - Phelps & Janes 1994

star     x       y      V      B-V    U-B    dV   dBV   dUB   dP   nV nB nU
  612  890.47  361.87 18.851  1.369 99.999  0.00  0.00  0.00 0.08  1  1  0
  613  419.48  362.71 18.621  0.945  0.493  0.00  0.00  0.00 0.12  1  1  1
  614  261.88  363.58 18.938  1.154 99.999  0.00  0.00  0.00 0.05  1  1  0
  615  341.60  363.83 13.247  0.490  0.393  0.00  0.00  0.00 0.04  1  1  1
  616  228.13  364.06 17.912  1.127  0.573  0.00  0.00  0.00 0.23  1  1  1
  617  925.21  363.96 18.748  1.251 99.999  0.00  0.00  0.00 0.03  1  1  0
  618  752.30  364.49 19.737  1.332 99.999  0.00  0.00  0.00 0.46  1  1  0
  619  103.17  364.39 18.668  0.939 99.999  0.00  0.00  0.00 0.16  1  1  0
  620  688.60  365.18 16.413  1.065  0.708  0.00  0.00  0.00 0.10  1  1  1
  621  666.71  366.31 16.790  1.076  0.846  0.00  0.00  0.00 0.38  1  1  1
  622   59.95  366.94 16.489  1.105  0.927  0.00  0.00  0.00 0.23  1  1  1
  623  921.68  367.82 18.728  0.926 99.999  0.00  0.00  0.00 0.12  1  1  0
  624  953.85  368.22 15.215  0.738  0.231  0.00  0.00  0.00 0.10  1  1  1
  625  859.80  368.88 15.340  1.173  0.798  0.00  0.00  0.00 0.11  1  1  1
  626  605.21  368.94 16.063  0.620  0.396  0.00  0.00  0.00 0.09  1  1  1
  627  425.81  369.14 18.013  1.297 99.999  0.00  0.00  0.00 0.10  1  1  0
  628  429.71  370.03 15.704  0.738  0.377  0.00  0.00  0.00 0.04  1  1  1
  629  855.01  371.04 18.677  1.030 99.999  0.00  0.00  0.00 0.32  1  1  0
  630   75.67  371.48 15.740  0.587  0.427  0.00  0.00  0.00 0.09  1  1  1
  631  521.29  371.56 18.516  1.072 99.999  0.00  0.00  0.00 0.09  1  1  0
  632  198.87  371.67 16.737  0.789  0.460  0.00  0.00  0.00 0.09  1  1  1
  633  330.13  371.89 17.269  0.865  0.299  0.00  0.00  0.00 0.12  1  1  1
  634  758.40  372.02 19.216  1.041 99.999  0.00  0.00  0.00 0.02  1  1  0
  635  194.45  372.16 16.846  0.864  0.656  0.00  0.00  0.00 0.09  1  1  1
  636  247.76  372.74 18.479  1.335 99.999  0.00  0.00  0.00 0.23  1  1  0
  637  675.27  373.29 19.074  1.455 99.999  0.00  0.00  0.00 0.28  1  1  0
  638  820.96  373.63 18.647  1.085 99.999  0.00  0.00  0.00 0.15  1  1  0
  639  897.46  373.85 18.131  1.167 99.999  0.00  0.00  0.00 0.04  1  1  0
  640  102.17  374.30 19.505  1.086 99.999  0.00  0.00  0.00 0.25  1  1  0
  641   78.20  375.41 19.499  0.903 99.999  0.00  0.00  0.00 0.26  1  1  0
  642  746.73  376.45 19.626  1.218 99.999  0.00  0.00  0.00 0.32  1  1  0
  643   43.66  377.15 16.936  0.962  0.783  0.00  0.00  0.00 0.07  1  1  1
  644  445.01  377.43 18.595  1.277 99.999  0.00  0.00  0.00 0.25  1  1  0
  645  801.79  378.30 16.377  1.577 99.999  0.00  0.00  0.00 0.09  1  1  0
  646  484.77  378.46 18.868  1.626 99.999  0.00  0.00  0.00 0.20  2  2  0
  647  548.78  378.37 18.396  1.166 99.999  0.00  0.00  0.00 0.10  1  1  0
  648  261.81  379.16 17.433  0.928  0.221  0.00  0.00  0.00 0.13  1  1  1
  649  273.26  379.54 19.672  1.684 99.999  0.00  0.00  0.00 0.36  1  1  0
  650  594.95  379.74 18.507  1.219 -0.024  0.00  0.00  0.00 0.37  1  1  1
  651   76.12  380.19 18.119  1.070 99.999  0.00  0.00  0.00 0.05  1  1  0
  652   91.38  380.85 18.558  1.058 99.999  0.00  0.00  0.00 0.10  1  1  0
  653  623.68  380.90 15.964  0.774  0.286  0.00  0.00  0.00 0.07  1  1  1
  654  205.60  381.94 19.046  1.180 99.999  0.00  0.00  0.00 0.11  1  1  0
  655  647.95  382.06 16.289  1.519  1.328  0.00  0.00  0.00 0.20  1  1  1
  656  448.37  382.34 17.048  0.821  0.663  0.00  0.00  0.00 0.19  1  1  1
  657  295.86  382.57 19.446  1.498 99.999  0.00  0.00  0.00 0.15  1  1  0
  658  471.31  383.16 18.203  1.034  0.732  0.00  0.00  0.00 0.22  2  2  2
  659  644.42  383.30 18.437  1.145 99.999  0.00  0.00  0.00 0.15  1  1  0
  660  935.42  384.06 14.951  0.443  0.181  0.00  0.00  0.00 0.08  1  1  1
  661  686.76  384.73 19.154  1.059 99.999  0.00  0.00  0.00 0.05  1  1  0
  662  262.37  384.82 17.156  0.825  0.396  0.00  0.00  0.00 0.17  1  1  1
  663  717.03  385.01 16.259  1.714  1.656  0.00  0.00  0.00 0.22  1  1  1
  664  673.97  385.31 15.664  0.547  0.361  0.00  0.00  0.00 0.03  1  1  1
  665  839.34  385.46 14.149  0.380 -0.144  0.00  0.00  0.00 0.06  1  1  1
  666  325.39  385.60 18.161  1.117 99.999  0.00  0.00  0.00 0.06  1  1  0
  667  758.98  385.95 17.705  0.966 99.999  0.00  0.00  0.00 0.12  1  1  0
  668  762.22  387.20 15.131  0.748  0.324  0.00  0.00  0.00 0.05  1  1  1
  669  311.29  387.40 16.343  0.719  0.411  0.00  0.00  0.00 0.08  1  1  1
  670  899.87  388.21 19.241  1.271 99.999  0.00  0.00  0.00 0.14  1  1  0
  671  708.02  389.85 16.338  0.838  0.437  0.00  0.00  0.00 0.05  1  1  1
  672  221.11  390.76 15.609  0.511  0.334  0.00  0.00  0.00 0.04  1  1  1
  673  396.73  391.23 18.098  1.021 99.999  0.00  0.00  0.00 0.08  1  1  0
  674  268.95  391.28 19.114  1.252 99.999  0.00  0.00  0.00 0.07  1  1  0
  675  777.50  392.40 19.008  1.407 99.999  0.00  0.00  0.00 0.34  1  1  0
  676  920.40  393.11 18.828  1.334 99.999  0.00  0.00  0.00 0.12  1  1  0
  677   49.13  393.67 16.883  0.852  0.476  0.00  0.00  0.00 0.07  1  1  1
  678  784.78  395.20 18.681  1.383 99.999  0.00  0.00  0.00 0.19  1  1  0
  679  259.98  395.23 16.884  0.789  0.408  0.00  0.00  0.00 0.05  1  1  1
  680  444.70  395.86 17.511  0.915  0.279  0.00  0.00  0.00 0.20  1  1  1
  681  610.53  396.46 20.726  0.555 99.999  0.00  0.00  0.00 0.11  1  1  0
  682  405.55  396.73 16.489  1.666  1.804  0.00  0.00  0.00 0.40  1  1  1
  683  794.82  397.07 18.462  1.759 99.999  0.00  0.00  0.00 0.08  1  1  0
  684  265.34  397.40 19.441  1.317 99.999  0.00  0.00  0.00 0.26  1  1  0
  685  300.70  397.28 15.254  0.471  0.253  0.00  0.00  0.00 0.05  1  1  1
  686   95.82  397.80 18.554  1.263 99.999  0.00  0.00  0.00 0.15  1  1  0
  687  523.56  398.46 18.101  0.987  0.340  0.00  0.00  0.00 0.08  1  1  1
  688  783.40  398.92 16.954  1.055  0.397  0.00  0.00  0.00 0.06  1  1  1
  689  496.11  399.65 18.154  0.978  0.781  0.01  0.01  0.00 0.22  2  2  2
  690  237.53  400.18 19.613  1.052 99.999  0.00  0.00  0.00 0.37  1  1  0
  691   64.56  401.22 16.107  1.436  1.451  0.00  0.00  0.00 0.24  1  1  1
  692  952.92  401.33 16.640  0.662  0.499  0.00  0.00  0.00 0.14  1  1  1
  693  855.36  401.56 18.471  1.085 99.999  0.00  0.00  0.00 0.06  1  1  0
  694  443.57  402.34 15.741  0.631  0.431  0.00  0.00  0.00 0.05  1  1  1
  695  845.44  403.29 16.628  0.656  0.545  0.00  0.00  0.00 0.05  1  1  1
  696  916.46  403.61 18.327  1.034 99.999  0.00  0.00  0.00 0.03  1  1  0
  697   26.40  403.90 19.555  1.209 99.999  0.00  0.00  0.00 0.63  1  1  0
  698  378.53  403.88 16.023  0.817  0.434  0.00  0.00  0.00 0.09  1  1  1
  699  412.53  404.22 16.223  0.601  0.530  0.00  0.00  0.00 0.13  1  1  1
  700  633.56  404.39 20.044  0.782 99.999  0.00  0.00  0.00 0.06  1  1  0
  701   85.20  405.18 18.743  1.046 99.999  0.00  0.00  0.00 0.11  1  1  0
  702  492.72  405.91 18.852  0.994 -0.166  0.00  0.00  0.08 0.18  2  2  2
  703  342.81  406.75 13.084  1.215  0.953  0.00  0.00  0.00 0.05  1  1  1
  704  798.46  407.61 19.162  1.327 99.999  0.00  0.00  0.00 0.37  1  1  0
  705  271.44  407.65 17.641  1.163 99.999  0.00  0.00  0.00 0.13  1  1  0
  706  470.67  407.82 18.473  1.099 99.999  0.00  0.00  0.00 0.06  2  2  0
  707  215.17  408.61 19.240  1.345 99.999  0.00  0.00  0.00 0.27  1  1  0
  708  290.73  408.47 17.716  0.906  0.449  0.00  0.00  0.00 0.16  1  1  1
  709  307.85  409.00 18.689  1.182 99.999  0.00  0.00  0.00 0.09  1  1  0
  710  467.20  410.61 19.023  1.357 99.999  0.01  0.02  0.00 0.08  2  2  0
  711  441.95  410.76 19.404  1.998 99.999  0.00  0.00  0.00 0.21  1  1  0
  712  499.16  410.84 19.385  1.542 99.999  0.02  0.04  0.00 0.09  2  2  0
  713  682.49  411.06 17.362  0.953  0.785  0.00  0.00  0.00 0.16  1  1  1
  714  322.93  411.12 17.888  1.036 99.999  0.00  0.00  0.00 0.15  1  1  0
  715  812.82  411.39 11.662  0.576  0.195  0.00  0.00  0.00 0.05  1  1  1
  716  456.16  412.66 13.701  1.476  1.711  0.00  0.00  0.01 0.06  2  2  2
  717  273.79  413.97 14.671  0.871 99.999  0.00  0.00  0.00 0.01  1  1  0
  718  753.61  415.64 19.528  0.984 99.999  0.00  0.00  0.00 0.18  1  1  0
  719  476.26  416.32 18.036  1.051  0.078  0.00  0.00  0.00 0.24  2  2  2
  720  739.73  416.30 19.815  0.874 99.999  0.00  0.00  0.00 0.30  1  1  0
  721  510.19  416.77 19.376  1.301 99.999  0.05  0.08  0.00 0.15  2  2  0
  722  271.75  417.08 12.800  0.370  0.218  0.00  0.00  0.00 0.09  1  1  1
  723  668.11  417.71 15.824  0.721  0.430  0.00  0.00  0.00 0.08  1  1  1
  724  365.58  417.81 19.364  1.432 99.999  0.00  0.00  0.00 0.25  1  1  0
  725  727.80  418.12 18.733  1.053 99.999  0.00  0.00  0.00 0.13  1  1  0
  726  594.42  418.91 16.861  1.012  0.547  0.00  0.00  0.00 0.07  1  1  1
  727  369.82  420.61 18.083  0.871  0.674  0.00  0.00  0.00 0.08  1  1  1
  728  178.94  421.06 18.676  1.168 99.999  0.00  0.00  0.00 0.24  1  1  0
  729  553.12  422.68 14.699  1.367  1.050  0.00  0.00  0.00 0.07  1  1  1
  730  800.87  422.77 19.045  1.529 99.999  0.00  0.00  0.00 0.24  1  1  0
  731  572.14  422.84 18.548  1.186 99.999  0.00  0.00  0.00 0.15  1  1  0
  732  670.63  422.97 19.092  1.170 99.999  0.00  0.00  0.00 0.19  1  1  0
  733  476.76  423.31 16.418  1.002 99.999  0.02  0.03  0.00 0.04  2  2  0
  734  438.96  424.11 16.937  0.967 99.999  0.00  0.00  0.00 0.22  1  1  0
  735  222.83  425.15 18.451  1.221 99.999  0.00  0.00  0.00 0.32  1  1  0
  736  419.40  425.40 17.561  1.283 99.999  0.00  0.00  0.00 0.07  1  1  0
  737  833.23  426.61 14.647  0.827  0.351  0.00  0.00  0.00 0.06  1  1  1
  738  474.88  427.16 16.850  0.907  0.293  0.00  0.01  0.01 0.10  2  2  2
  739  106.03  427.21 16.642  1.077  0.812  0.00  0.00  0.00 0.05  1  1  1
  740  448.69  427.68 14.798  0.442  0.087  0.00  0.00  0.00 0.02  1  1  1
  741  936.53  428.98 18.766  0.977 99.999  0.00  0.00  0.00 0.10  1  1  0
  742  715.11  429.20 19.067  1.560 99.999  0.00  0.00  0.00 0.28  1  1  0
  743  297.69  430.30 20.656  0.562 99.999  0.00  0.00  0.00 0.31  1  1  0
  744  577.04  430.43 15.369  0.552  0.293  0.00  0.00  0.00 0.04  1  1  1
  745  415.98  431.15 14.609  0.755  0.359  0.00  0.00  0.00 0.03  1  1  1
  746  305.82  431.47 19.609  0.977 99.999  0.00  0.00  0.00 0.21  1  1  0
  747  472.90  431.62 15.469  1.384  1.297  0.00  0.00  0.01 0.20  2  2  2
  748  221.67  431.76 20.308  1.062 99.999  0.00  0.00  0.00 0.41  1  1  0
  749  633.38  431.87 20.195  0.349 99.999  0.00  0.00  0.00 0.29  1  1  0
  750  777.14  431.81 19.873  1.455 99.999  0.00  0.00  0.00 0.20  1  1  0
  751  625.99  432.07 18.870  0.905 99.999  0.00  0.00  0.00 0.23  1  1  0
  752  738.23  432.10 17.984  0.945 99.999  0.00  0.00  0.00 0.05  1  1  0
  753  511.25  432.84 18.962  1.540 99.999  0.03  0.06  0.00 0.32  2  1  0
  754  157.40  433.48 19.323  1.440 99.999  0.00  0.00  0.00 0.13  1  1  0
  755  135.94  433.65 19.840  1.550 99.999  0.00  0.00  0.00 0.24  1  1  0
  756  442.35  434.71 13.287  0.436  0.042  0.00  0.00  0.00 0.02  1  1  1
  757    2.22  435.05 17.941  0.929  0.382  0.00  0.00  0.00 0.10  1  1  1
  758  559.70  436.54 18.784  1.079 99.999  0.00  0.00  0.00 0.19  1  1  0
  759  474.53  436.49 17.252  0.836  0.561  0.00  0.01  0.03 0.08  2  2  2
  760  580.45  436.61 16.850  0.772  0.689  0.00  0.00  0.00 0.07  1  1  1
  761  601.58  436.72 16.583  0.718  0.504  0.00  0.00  0.00 0.07  1  1  1
  762   53.76  437.18 18.424  1.133 99.999  0.00  0.00  0.00 0.25  1  1  0
  763  327.92  438.00 16.845  0.747  0.427  0.00  0.00  0.00 0.16  1  1  1
  764  366.03  439.46 18.887  1.010 99.999  0.00  0.00  0.00 0.28  1  1  0
  765  782.39  439.63 19.208  1.091 99.999  0.00  0.00  0.00 0.16  1  1  0
  766  638.88  440.00 19.719  1.788 99.999  0.00  0.00  0.00 0.28  1  1  0
  767  535.98  440.17 18.371  1.292 99.999  0.00  0.00  0.00 0.24  1  1  0
  768  202.08  440.38 18.167  1.051 99.999  0.00  0.00  0.00 0.03  1  1  0
  769  768.24  441.06 19.155  1.051 99.999  0.00  0.00  0.00 0.12  1  1  0
  770    4.56  441.47 16.291  0.759  0.423  0.00  0.00  0.00 0.09  1  1  1
  771  689.08  441.43 18.900  1.087 -0.172  0.00  0.00  0.00 0.39  1  1  1
  772  634.91  442.01 18.333  1.331 99.999  0.00  0.00  0.00 0.21  1  1  0
  773  399.12  442.59 18.087  0.975 99.999  0.00  0.00  0.00 0.06  1  1  0
  774  930.43  443.33 18.939  1.008 -0.167  0.00  0.00  0.00 0.32  1  1  1
  775  371.33  443.25 19.227  0.993 99.999  0.00  0.00  0.00 0.18  1  1  0
  776  560.14  443.59 20.298  0.804 99.999  0.00  0.00  0.00 0.22  1  1  0
  777  530.03  443.82 14.596  1.433  1.333  0.00  0.00  0.00 0.13  1  1  1
  778  583.35  445.16 17.747  1.085  0.886  0.00  0.00  0.00 0.12  1  1  1
  779  220.31  445.93 19.717  0.887 99.999  0.00  0.00  0.00 0.45  1  1  0
  780  703.63  445.85 15.337  0.835  0.255  0.00  0.00  0.00 0.06  1  1  1
  781   58.54  446.80 20.127  1.169 99.999  0.00  0.00  0.00 0.26  1  1  0
  782   62.98  446.86 18.565  0.990 99.999  0.00  0.00  0.00 0.14  1  1  0
  783  332.00  447.25 18.124  0.910  0.525  0.00  0.00  0.00 0.17  1  1  1
  784  956.53  447.99 18.649  1.162 99.999  0.00  0.00  0.00 0.02  1  1  0
  785  562.57  448.83 18.884  1.459 99.999  0.00  0.00  0.00 0.05  1  1  0
  786  648.42  448.90 15.751  0.553  0.349  0.00  0.00  0.00 0.02  1  1  1
  788  483.80  449.80 15.081  1.587  1.856  0.00  0.00  0.00 0.16  2  2  2
  789  362.32  450.53 12.144  0.407 -0.061  0.00  0.00  0.00 0.07  2  2  2
  790  171.16  450.84 16.880  0.858  0.246  0.00  0.00  0.00 0.11  2  2  2
  791  927.68  451.12 18.379  1.149 99.999  0.01  0.01  0.00 0.16  2  2  0
  792  345.14  451.27 16.476  0.983  0.441  0.00  0.00  0.00 0.06  2  2  2
  793  441.04  452.99 14.647  0.456  0.002  0.01  0.02  0.00 0.05  2  2  2
  794  853.38  453.33 20.077  1.453 99.999  0.03  0.05  0.00 0.24  2  2  0
  795  428.59  454.97 17.201  0.827  0.410  0.00  0.01  0.01 0.11  2  2  2
  796  729.90  455.04 18.468  1.657 99.999  0.01  0.02  0.00 0.30  2  2  0
  797  654.20  455.29 17.778  1.202 99.999  0.01  0.01  0.00 0.06  2  2  0
  798  195.31  455.41 14.491  1.204  0.952  0.00  0.00  0.00 0.08  2  2  2
  799  338.81  455.90 18.379  1.075 99.999  0.01  0.02  0.00 0.20  2  2  0
  800  111.32  456.41 18.361  1.165 99.999  0.00  0.00  0.00 0.07  2  2  0
  801  392.48  456.46 16.992  1.015  0.450  0.00  0.00  0.00 0.10  2  2  2
  802  885.03  456.58 19.992  1.355 99.999  0.00  0.01  0.00 0.23  2  1  0
  803  592.48  458.93 18.818  1.362 99.999  0.02  0.03  0.00 0.22  2  2  0
  804  135.98  460.26 16.725  1.579  1.052  0.00  0.00  0.00 0.32  2  2  2
  805  522.75  460.87 16.825  0.913  0.703  0.00  0.00  0.01 0.21  2  2  2
  806  512.60  461.25 16.805  0.878  0.423  0.00  0.00  0.01 0.07  2  2  2
  807  449.62  461.59 15.470  0.561  0.348  0.00  0.00  0.00 0.04  2  2  2
  808  177.80  462.42 19.504  1.155 99.999  0.00  0.00  0.00 0.05  2  2  0
  809  406.76  463.59 20.056  1.107 99.999  0.00  0.00  0.00 0.02  2  2  0
  810   24.10  464.26 13.976  0.347  0.032  0.00  0.00  0.00 0.10  2  2  2
  811    9.19  464.64 19.317  1.481 99.999  0.01  0.02  0.00 0.27  2  2  0
  812  842.04  464.87 18.622  0.940 99.999  0.01  0.01  0.00 0.09  2  2  0
  813  111.93  464.95 20.708  0.629 99.999  0.00  0.00  0.00 0.35  1  1  0
  814  865.46  466.12 19.664  1.055 99.999  0.03  0.04  0.00 0.24  2  2  0
  815  496.00  467.13 17.468  1.679 99.999  0.01  0.01  0.00 0.09  4  4  0
  816  810.36  467.43 20.039  0.987 99.999  0.01  0.01  0.00 0.32  2  1  0
  817  567.53  467.41 18.504  1.015 99.999  0.00  0.00  0.00 0.06  2  2  0
  818  818.24  468.53 16.189  0.622  0.455  0.00  0.00  0.01 0.11  2  2  2
  819  110.68  468.47 17.517  1.654 99.999  0.01  0.02  0.00 0.09  2  2  0
  820  580.31  468.53 17.993  1.121 99.999  0.00  0.00  0.00 0.08  2  2  0
  821  500.02  470.12 16.603  0.790  0.558  0.00  0.00  0.00 0.06  4  4  4
  822  343.85  471.33 18.901  1.140 -0.500  0.00  0.00  0.00 0.26  2  2  2
  823   62.99  471.29 16.637  0.698  0.563  0.00  0.00  0.00 0.17  2  2  2
  824  477.66  471.61 18.321  1.053  0.039  0.07  0.10  0.00 0.33  4  4  1
  825  629.80  472.48 15.174  0.515  0.240  0.00  0.00  0.01 0.02  2  2  2
  826  858.66  473.28 15.064  0.639  0.455  0.00  0.00  0.01 0.04  2  2  2
  827  771.71  473.97 17.307  0.893  0.376  0.00  0.00  0.01 0.13  2  2  2
  828  185.75  474.66 18.607  1.108 99.999  0.00  0.00  0.00 0.13  2  2  0
  829  156.23  474.87 14.990  1.470  1.373  0.00  0.00  0.00 0.09  2  2  2
  830  314.96  475.63 19.350  1.325 99.999  0.01  0.01  0.00 0.28  2  2  0
  831  559.53  476.34 15.975  0.581  0.408  0.00  0.00  0.01 0.06  2  2  2
  832  821.47  476.56 18.896  1.298 99.999  0.00  0.01  0.00 0.09  2  2  0
  833  926.71  476.72 19.400  1.072 99.999  0.00  0.01  0.00 0.05  2  2  0
  834  844.49  477.76 17.467  1.058  0.436  0.00  0.00  0.01 0.18  2  2  2
  835  195.52  478.03 19.267  1.259 99.999  0.00  0.00  0.00 0.17  2  2  0
  836  474.98  477.92 13.780  0.447  0.014  0.00  0.00  0.00 0.04  4  4  4
  837   87.86  478.19 20.222  1.528 99.999  0.01  0.02  0.00 0.20  2  2  0
  838  754.94  478.38 16.599  1.182  1.171  0.00  0.00  0.01 0.12  2  2  2
  839    7.60  478.90 19.358  1.310 99.999  0.00  0.00  0.00 0.29  2  2  0
  840  724.68  479.02 19.188  1.628 99.999  0.00  0.00  0.00 0.05  2  2  0
  841  548.67  480.00 16.625  0.693  0.504  0.00  0.00  0.01 0.12  2  2  2
  842  231.30  480.06 20.636  0.558 99.999  0.12  0.18  0.00 0.48  2  2  0
  843  640.75  480.93 18.951  1.693 99.999  0.00  0.00  0.00 0.25  2  2  0
  844  372.77  480.96 18.759  1.567 99.999  0.01  0.01  0.00 0.15  2  2  0
  845  418.35  481.17 17.636  0.959  0.149  0.00  0.00  0.00 0.18  2  2  2
  846  364.72  481.09 17.663  0.842  0.713  0.00  0.00  0.00 0.05  2  2  2
  847  256.30  481.52 17.359  0.774 99.999  0.00  0.00  0.00 0.06  2  2  0
  848  465.64  482.18 16.875  0.939  0.345  0.00  0.00  0.01 0.10  4  4  4
  849  535.77  482.41 19.201  1.466 99.999  0.00  0.01  0.00 0.11  2  2  0
  850  445.21  483.62 19.261  1.245 99.999  0.00  0.00  0.00 0.23  2  2  0
  851  333.58  483.55 16.641  0.848  0.391  0.00  0.00  0.00 0.05  2  2  2
  852  238.42  484.38 18.277  1.019 99.999  0.00  0.00  0.00 0.07  2  2  0
  853  922.72  484.56 19.187  1.018 99.999  0.00  0.00  0.00 0.10  2  2  0
  854  509.33  485.26 17.923  0.935  0.559  0.01  0.01  0.01 0.13  4  4  4
  855  392.12  485.45 18.220  1.225 99.999  0.02  0.03  0.00 0.18  2  2  0
  856  895.61  485.66 19.792  1.207 99.999  0.00  0.00  0.00 0.31  2  2  0
  857  287.11  485.98 19.474  1.148 99.999  0.00  0.00  0.00 0.25  2  2  0
  858  653.59  486.24 18.632  1.786 99.999  0.00  0.00  0.00 0.21  2  2  0
  859  545.02  487.27 16.670  0.813  0.500  0.00  0.00  0.01 0.11  2  2  2
  860  753.67  487.72 19.611  1.618 99.999  0.00  0.00  0.00 0.29  2  2  0
  861  395.65  487.97 16.040  0.586  0.421  0.00  0.00  0.00 0.09  2  2  2
  862  367.74  488.42 18.878  1.001 99.999  0.03  0.04  0.00 0.06  2  2  0
  863  877.56  489.35 20.203  1.431 99.999  0.02  0.03  0.00 0.10  2  2  0
  864  400.09  489.73 20.217  0.811 99.999  0.07  0.10  0.00 0.29  2  2  0
  865  276.33  491.44 19.202  0.866 99.999  0.05  0.08  0.00 0.35  2  1  0
  866  504.15  492.23 18.558  1.181 99.999  0.01  0.02  0.00 0.08  4  4  0
  867  101.22  492.67 17.738  1.074  0.529  0.00  0.00  0.00 0.23  2  2  2
  868  369.85  492.50 15.261  0.492  0.229  0.00  0.00  0.01 0.05  2  2  2
  869  591.03  492.73 13.609  0.743  0.249  0.00  0.00  0.01 0.03  2  2  2
  870  271.21  493.27 14.599  0.445  0.032  0.00  0.00  0.00 0.03  2  2  2
  871  484.79  493.64 19.443  1.131 99.999  0.03  0.05  0.00 0.14  4  4  0
  872  168.71  493.74 19.015  0.871 99.999  0.01  0.01  0.00 0.10  2  2  0
  873  247.08  493.81 15.420  0.796  0.249  0.00  0.00  0.00 0.06  2  2  2
  874  441.33  494.49 14.198  1.347  1.034  0.00  0.00  0.00 0.05  2  2  2
  875  159.71  496.17 14.638  0.959  0.589  0.00  0.00  0.00 0.07  2  2  2
  876  479.45  496.26 18.540  1.020 99.999  0.00  0.01  0.00 0.26  4  4  0
  877  650.37  496.39 16.211  0.749  0.433  0.00  0.00  0.01 0.09  2  2  2
  878  399.15  496.58 20.380  0.989 99.999  0.13  0.20  0.00 0.21  2  2  0
  879  854.83  497.95 14.266  0.519  0.341  0.00  0.00  0.01 0.04  2  2  2
  880  328.19  498.26 19.264  0.906 99.999  0.02  0.04  0.00 0.10  2  2  0
  881  716.59  498.95 18.447  0.950  0.487  0.00  0.00  0.01 0.12  2  2  2
  882  382.41  499.88 15.822  0.726  0.405  0.00  0.00  0.01 0.05  2  2  2
  883  446.60  500.28 15.899  0.583  0.418  0.00  0.00  0.00 0.08  2  2  2
  884  632.31  500.83 16.968  0.909  0.432  0.00  0.00  0.01 0.07  2  2  2
  885  694.23  500.91 15.384  0.791  0.274  0.00  0.00  0.01 0.03  2  2  2
  886  132.43  501.35 14.750  0.510  0.440  0.00  0.00  0.00 0.08  2  2  2
  887  876.48  501.68 17.684  0.932 99.999  0.01  0.01  0.00 0.06  2  2  0
  888  242.64  501.71 17.373  0.964  0.474  0.01  0.01  0.03 0.24  2  2  2
  889  585.74  502.09 17.434  1.629  0.711  0.01  0.01  0.00 0.07  2  2  1
  890  949.90  502.19 19.028  1.543 99.999  0.01  0.01  0.00 0.18  2  2  0
  891  822.20  502.46 18.074  1.015  0.475  0.01  0.01  0.01 0.26  2  2  2
  892  829.58  504.00 18.817  1.305 99.999  0.01  0.01  0.00 0.36  2  2  0
  893  178.98  504.35 19.446  1.451 99.999  0.01  0.02  0.00 0.06  2  2  0
  894  525.29  504.67 16.916  1.095  0.603  0.00  0.01  0.02 0.26  2  2  2
  895  422.22  505.85 19.847  1.044 99.999  0.07  0.13  0.00 0.42  2  1  0
  896  750.17  506.54 17.697  0.920  0.216  0.02  0.03  0.02 0.06  2  2  2
  897  435.20  507.05 12.794  0.388 -0.087  0.00  0.00  0.00 0.04  2  2  2
  898  508.21  508.97 19.461  1.479 99.999  0.06  0.10  0.00 0.11  2  2  0
  899  126.46  510.21 19.498  1.432 99.999  0.02  0.03  0.00 0.37  2  2  0
  900  745.50  511.03 17.542  0.793  0.453  0.00  0.00  0.00 0.19  1  1  1
  901  289.39  511.15 19.455  1.900 99.999  0.00  0.00  0.00 0.12  1  1  0
  902  280.12  511.46 16.819  0.864  0.435  0.00  0.00  0.00 0.11  1  1  1
  903  504.12  512.02 19.456  1.431 99.999  0.01  0.01  0.00 0.10  2  2  0
  904  508.53  512.80 18.096  0.980  0.316  0.01  0.01  0.00 0.21  2  2  1
  905  319.20  513.62 17.769  1.078 99.999  0.00  0.00  0.00 0.06  1  1  0
  906  638.85  514.16 19.222  1.331 99.999  0.00  0.00  0.00 0.03  1  1  0
  907   52.83  515.25 19.409  1.580 99.999  0.00  0.00  0.00 0.23  1  1  0
  908  593.11  515.53 16.166  0.822  0.404  0.00  0.00  0.00 0.05  1  1  1
  909  317.96  515.84 16.388  0.739  0.275  0.00  0.00  0.00 0.18  1  1  1
  910  612.21  515.82 17.865  1.129  0.159  0.00  0.00  0.00 0.14  1  1  1
  911  387.42  516.21 17.998  0.984 -0.030  0.00  0.00  0.00 0.14  1  1  1
  912   77.88  516.40 19.913  1.225 99.999  0.00  0.00  0.00 0.50  1  1  0
  913  485.70  517.32 14.077  0.443  0.017  0.00  0.00  0.00 0.04  2  2  2
  914   61.61  518.60 16.838  1.731 99.999  0.00  0.00  0.00 0.06  1  1  0
  915  898.77  518.97 17.590  0.945  0.781  0.00  0.00  0.00 0.35  1  1  1
  916  416.99  519.18 19.197  1.272 99.999  0.00  0.00  0.00 0.18  1  1  0
  917   34.32  519.28 19.306  1.086 99.999  0.00  0.00  0.00 0.13  1  1  0
  918  125.21  519.64 18.920  1.076 99.999  0.00  0.00  0.00 0.08  1  1  0
  919  615.81  519.98 17.142  0.907  0.557  0.00  0.00  0.00 0.24  1  1  1
  920  101.93  520.05 18.622  1.388 99.999  0.00  0.00  0.00 0.05  1  1  0
  921  298.76  520.81 18.828  1.488 99.999  0.00  0.00  0.00 0.03  1  1  0
